ts,best_bid,best_ask,mid,fair,bid,ask,spread,inventory
2025-12-14T13:13:30.021451+00:00,0.57,0.58,0.575,0.5749952003550987,0.552496640248569,0.5974937604616283,0.04499712021305924,0.0
2025-12-14T13:13:30.645428+00:00,0.57,0.58,0.575,0.5749977740116593,0.5524984418081615,0.5974971062151571,0.044998664406995514,0.0
2025-12-14T13:13:31.203541+00:00,0.57,0.58,0.575,0.5749986847679321,0.5524990793375525,0.5974982901983118,0.04499921086075931,0.0
2025-12-14T13:13:31.755548+00:00,0.57,0.58,0.575,0.574999159809213,0.5524994118664491,0.5974989077519769,0.04499949588552776,0.0
2025-12-14T13:13:32.319618+00:00,0.57,0.58,0.575,0.5749994463083223,0.5524996124158257,0.597499280200819,0.044999667784993314,0.0
2025-12-14T13:13:32.879931+00:00,0.57,0.58,0.575,0.5749996301924882,0.5524997411347418,0.5974995192502347,0.04499977811549294,0.0
2025-12-14T13:13:33.445845+00:00,0.57,0.58,0.575,0.5749997515328421,0.5524998260729894,0.5974996769926948,0.044999850919705375,0.0
2025-12-14T13:13:34.043964+00:00,0.57,0.58,0.575,0.5749998326107644,0.552499882827535,0.5974997823939937,0.04499989956645867,0.0
2025-12-14T13:13:34.651693+00:00,0.57,0.58,0.575,0.5749998870946461,0.5524999209662522,0.59749985322304,0.04499993225678778,0.0
2025-12-14T13:13:35.231034+00:00,0.57,0.58,0.575,0.5749999238022929,0.5524999466616051,0.5974999009429808,0.04499995428137571,0.0
2025-12-14T13:13:35.789968+00:00,0.57,0.58,0.575,0.5749999485626334,0.5524999639938434,0.5974999331314234,0.044999969137579976,0.0
2025-12-14T13:13:36.379537+00:00,0.57,0.58,0.575,0.5749999652731472,0.552499975691203,0.5974999548550914,0.044999979163888426,0.0
2025-12-14T13:13:36.937110+00:00,0.57,0.58,0.575,0.5749999765536709,0.5524999835875696,0.5974999695197721,0.04499998593220256,0.0
2025-12-14T13:13:37.491568+00:00,0.57,0.58,0.575,0.5749999841694993,0.5524999889186495,0.597499979420349,0.04499999050169956,0.0
2025-12-14T13:13:38.052690+00:00,0.57,0.58,0.575,0.5749999893114407,0.5524999925180085,0.5974999861048729,0.04499999358686435,0.0
2025-12-14T13:13:38.602463+00:00,0.57,0.58,0.575,0.5749999927831805,0.5524999949482263,0.5974999906181346,0.04499999566990831,0.0
2025-12-14T13:13:39.160752+00:00,0.57,0.58,0.575,0.5749999951272571,0.55249999658908,0.5974999936654342,0.04499999707635416,0.0
2025-12-14T13:13:39.731875+00:00,0.57,0.58,0.575,0.5749999967099568,0.5524999976969698,0.5974999957229439,0.0449999980259741,0.0
2025-12-14T13:13:40.296198+00:00,0.57,0.58,0.575,0.5749999977785839,0.5524999984450087,0.5974999971121591,0.04499999866715032,0.0
2025-12-14T13:13:40.857736+00:00,0.57,0.58,0.575,0.5749999985001137,0.5524999989500796,0.5974999980501479,0.044999999100068244,0.0
2025-12-14T13:13:41.418057+00:00,0.57,0.58,0.575,0.574999998987286,0.5524999992911003,0.5974999986834718,0.04499999939237154,0.0
2025-12-14T13:13:41.967534+00:00,0.57,0.58,0.575,0.5749999993162218,0.5524999995213553,0.5974999991110883,0.044999999589733,0.0
2025-12-14T13:13:42.522145+00:00,0.57,0.58,0.575,0.5749999995383172,0.5524999996768221,0.5974999993998122,0.04499999972299018,0.0
2025-12-14T13:13:43.090601+00:00,0.57,0.58,0.575,0.5749999996882745,0.5524999997817922,0.5974999995947569,0.04499999981296465,0.0
2025-12-14T13:13:43.647622+00:00,0.57,0.58,0.575,0.5749999997895249,0.5524999998526674,0.5974999997263823,0.044999999873714946,0.0
2025-12-14T13:13:44.416679+00:00,0.57,0.58,0.575,0.5749999998578885,0.552499999900522,0.597499999815255,0.044999999914733024,0.0
2025-12-14T13:13:44.970762+00:00,0.57,0.58,0.575,0.5749999999040472,0.552499999932833,0.5974999998752613,0.044999999942428204,0.0
2025-12-14T13:13:45.540832+00:00,0.57,0.58,0.575,0.5749999999352132,0.5524999999546493,0.5974999999157772,0.04499999996112791,0.0
2025-12-14T13:13:46.109101+00:00,0.57,0.58,0.575,0.5749999999562564,0.5524999999693795,0.5974999999431333,0.04499999997375381,0.0
2025-12-14T13:13:46.686451+00:00,0.57,0.58,0.575,0.5749999999704646,0.5524999999793252,0.597499999961604,0.04499999998227877,0.0
2025-12-14T13:13:47.246681+00:00,0.57,0.58,0.575,0.5749999999800579,0.5524999999860405,0.5974999999740753,0.04499999998803483,0.0
2025-12-14T13:13:47.821851+00:00,0.57,0.58,0.575,0.5749999999865352,0.5524999999905746,0.5974999999824957,0.04499999999192106,0.0
2025-12-14T13:13:48.382798+00:00,0.57,0.58,0.575,0.5749999999909086,0.552499999993636,0.5974999999881812,0.04499999999454518,0.0
2025-12-14T13:13:48.990599+00:00,0.57,0.58,0.575,0.5749999999938615,0.5524999999957031,0.59749999999202,0.044999999996316875,0.0
2025-12-14T13:13:49.552912+00:00,0.57,0.58,0.575,0.5749999999958554,0.5524999999970988,0.597499999994612,0.04499999999751325,0.0
2025-12-14T13:13:50.133299+00:00,0.57,0.58,0.575,0.5749999999972015,0.5524999999980411,0.5974999999963619,0.04499999999832083,0.0
2025-12-14T13:13:50.753241+00:00,0.57,0.58,0.575,0.5749999999981105,0.5524999999986773,0.5974999999975437,0.04499999999886639,0.0
2025-12-14T13:13:51.309499+00:00,0.57,0.58,0.575,0.5749999999987242,0.5524999999991069,0.5974999999983415,0.04499999999923454,0.0
2025-12-14T13:13:51.873179+00:00,0.57,0.58,0.575,0.5749999999991385,0.5524999999993969,0.5974999999988801,0.04499999999948323,0.0
2025-12-14T13:13:52.455210+00:00,0.57,0.58,0.575,0.5749999999994183,0.5524999999995928,0.5974999999992439,0.0449999999996511,0.0
2025-12-14T13:13:53.046281+00:00,0.57,0.58,0.575,0.5749999999996073,0.5524999999997251,0.5974999999994894,0.04499999999976434,0.0
2025-12-14T13:13:53.607251+00:00,0.57,0.58,0.575,0.5749999999997348,0.5524999999998144,0.5974999999996553,0.044999999999840945,0.0
2025-12-14T13:13:54.172048+00:00,0.57,0.58,0.575,0.574999999999821,0.5524999999998746,0.5974999999997673,0.04499999999989268,0.0
2025-12-14T13:13:54.738856+00:00,0.57,0.58,0.575,0.5749999999998792,0.5524999999999154,0.5974999999998429,0.04499999999992754,0.0
2025-12-14T13:13:55.339809+00:00,0.57,0.58,0.575,0.5749999999999184,0.5524999999999428,0.5974999999998939,0.04499999999995108,0.0
2025-12-14T13:13:55.912828+00:00,0.57,0.58,0.575,0.5749999999999449,0.5524999999999615,0.5974999999999283,0.044999999999966844,0.0
2025-12-14T13:13:56.506505+00:00,0.57,0.58,0.575,0.5749999999999628,0.5524999999999739,0.5974999999999516,0.044999999999977724,0.0
2025-12-14T13:13:57.082850+00:00,0.57,0.58,0.575,0.5749999999999749,0.5524999999999824,0.5974999999999673,0.04499999999998483,0.0
2025-12-14T13:13:57.665523+00:00,0.57,0.58,0.575,0.574999999999983,0.5524999999999881,0.5974999999999778,0.044999999999989715,0.0
2025-12-14T13:13:58.215283+00:00,0.57,0.58,0.575,0.5749999999999885,0.552499999999992,0.597499999999985,0.044999999999993046,0.0
2025-12-14T13:13:58.804143+00:00,0.57,0.58,0.575,0.5749999999999922,0.5524999999999946,0.5974999999999898,0.044999999999995266,0.0
2025-12-14T13:13:59.361705+00:00,0.57,0.58,0.575,0.5749999999999947,0.5524999999999963,0.5974999999999931,0.04499999999999682,0.0
2025-12-14T13:13:59.909200+00:00,0.57,0.58,0.575,0.5749999999999964,0.5524999999999974,0.5974999999999954,0.04499999999999793,0.0
2025-12-14T13:14:00.663423+00:00,0.57,0.58,0.575,0.5749999999999975,0.5524999999999982,0.5974999999999968,0.0449999999999986,0.0
2025-12-14T13:14:01.217680+00:00,0.57,0.58,0.575,0.5749999999999983,0.5524999999999988,0.5974999999999978,0.04499999999999904,0.0
2025-12-14T13:14:01.782630+00:00,0.57,0.58,0.575,0.5749999999999988,0.5524999999999992,0.5974999999999985,0.04499999999999926,0.0
2025-12-14T13:14:02.358027+00:00,0.57,0.58,0.575,0.5749999999999992,0.5524999999999994,0.5974999999999989,0.044999999999999485,0.0
2025-12-14T13:14:02.944075+00:00,0.57,0.58,0.575,0.5749999999999994,0.5524999999999995,0.5974999999999993,0.04499999999999971,0.0
2025-12-14T13:14:03.513994+00:00,0.57,0.58,0.575,0.5749999999999996,0.5524999999999998,0.5974999999999995,0.04499999999999971,0.0
2025-12-14T13:14:04.119609+00:00,0.57,0.58,0.575,0.5749999999999997,0.5524999999999998,0.5974999999999997,0.04499999999999993,0.0
2025-12-14T13:14:04.673105+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:05.244879+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:05.867437+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:06.483139+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:07.099758+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:07.674173+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:08.225490+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:08.792224+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:09.392927+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:09.964761+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:10.522482+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
2025-12-14T13:14:11.091528+00:00,0.57,0.58,0.575,0.5749999999999998,0.5524999999999999,0.5974999999999998,0.04499999999999993,0.0
