time_s,best_bid,best_ask,mid,fair,fair_var,quote_bid,quote_ask
1.3141047954559326,,,0.5,0.5,0.00990099108027663,0.40758684830843445,0.5924131516915655
3.597526788711548,,,0.5,0.5,0.004977648295261186,0.41265332113309927,0.5873466788669007
5.838096857070923,,,0.5,0.5,0.0033278391627352025,0.4149047003829126,0.5850952996170874
8.201915979385376,,,0.5,0.5,0.0025025336728788676,0.41624556719530525,0.5837544328046947
10.432754039764404,,,0.5,0.5,0.0020080135155802056,0.41715809883289495,0.5828419011671051
12.670016050338745,,,0.5,0.5,0.0016791573024925706,0.4178289336644516,0.5821710663355484
14.92624282836914,,,0.5,0.5,0.0014450633683890863,0.41834755190498146,0.5816524480950185
17.165225982666016,,,0.5,0.5,0.0012702359835240205,0.41876293522597186,0.5812370647740281
19.37041997909546,,,0.5,0.5,0.0011349372348313197,0.4191044548329515,0.5808955451670486
21.650234937667847,,,0.5,0.5,0.0010273160007261456,0.4193909401391821,0.5806090598608179
23.95312809944153,,,0.5,0.5,0.0009398263134512499,0.4196350973122111,0.5803649026877888
26.156136989593506,,,0.5,0.5,0.0008674350498990843,0.4198458561910673,0.5801541438089327
28.378840923309326,,,0.5,0.5,0.0008066562069835596,0.42002970359647723,0.5799702964035228
30.62578272819519,,,0.5,0.5,0.0007549987642784352,0.4201914828526845,0.5798085171473155
32.85516095161438,,,0.5,0.5,0.0007106352550846285,0.4203348949972196,0.5796651050027803
35.099371910095215,,,0.5,0.5,0.000672194546258522,0.4204628248899599,0.5795371751100401
37.333937883377075,,,0.5,0.5,0.0006386277120386465,0.42057756021169496,0.579422439788305
39.60711884498596,,,0.5,0.5,0.0006091185921631019,0.42068094259299615,0.5793190574070038
41.80765080451965,,,0.5,0.5,0.0005830225802578572,0.4207744744089762,0.5792255255910238
44.01361894607544,,,0.5,0.5,0.0005598237667938037,0.4208593958341734,0.5791406041658266
46.231411933898926,,,0.5,0.5,0.0005391043212915583,0.4209367414751761,0.5790632585248239
48.47629904747009,,,0.5,0.5,0.0005205222211957309,0.42100738268498983,0.5789926173150102
50.70070195198059,,,0.5,0.5,0.0005037947881925302,0.4210720596506062,0.5789279403493939
52.933260917663574,,,0.5,0.5,0.0004886863388013394,0.4211314060531259,0.5788685939468741
55.16667079925537,,,0.5,0.5,0.00047499879766923716,0.42118596825149285,0.5788140317485071
57.43558192253113,,,0.5,0.5,0.0004625644761917316,0.4212362203726345,0.5787637796273655
59.704654932022095,,,0.5,0.5,0.00045124045525638863,0.4212825763031063,0.5787174236968937
61.93443584442139,,,0.5,0.5,0.00044090417119383384,0.42132539930838586,0.5786746006916141
64.14596009254456,,,0.5,0.5,0.0004314499145811911,0.4213650098165127,0.5786349901834873
66.37530875205994,,,0.5,0.5,0.00042278602894659786,0.4214016917674427,0.5785983082325573
